canonical_player_id,canonical_player_name,display_player_name,dismissal_bucket,count,scope,total_dismissals,pct,dismissal_order
raw_41e47208_85f9_49e9_9cf6_8383ae3449e5,Bailey Calderbank,Bailey Calderbank,Run out,1,player,11,9.090909090909092,4
raw_41e47208_85f9_49e9_9cf6_8383ae3449e5,Bailey Calderbank,Bailey Calderbank,Stumped,1,player,11,9.090909090909092,5
raw_89724b78_02be_4083_b87d_91602f50cb8d,Bailey Doe,Bailey Doe,Caught,1,player,5,20.0,1
raw_89724b78_02be_4083_b87d_91602f50cb8d,Bailey Doe,Bailey Doe,Run out,1,player,5,20.0,4
raw_89724b78_02be_4083_b87d_91602f50cb8d,Bailey Doe,Bailey Doe,Other,3,player,5,60.0,6
raw_bdc45866_e2c7_462f_adb0_b266957d2622,Bailey Hague,Bailey Hague,Caught,23,player,42,54.76190476190476,1
raw_d915e147_55b9_4ba8_9b2e_6419e77a59c4,Bailey Hague,Bailey Hague,Caught,12,player,45,26.666666666666668,1
raw_bdc45866_e2c7_462f_adb0_b266957d2622,Bailey Hague,Bailey Hague,Bowled,11,player,42,26.19047619047619,2
raw_d915e147_55b9_4ba8_9b2e_6419e77a59c4,Bailey Hague,Bailey Hague,Bowled,20,player,45,44.44444444444444,2
raw_bdc45866_e2c7_462f_adb0_b266957d2622,Bailey Hague,Bailey Hague,LBW,3,player,42,7.142857142857143,3
raw_d915e147_55b9_4ba8_9b2e_6419e77a59c4,Bailey Hague,Bailey Hague,LBW,1,player,45,2.2222222222222223,3
raw_bdc45866_e2c7_462f_adb0_b266957d2622,Bailey Hague,Bailey Hague,Run out,4,player,42,9.523809523809524,4
raw_d915e147_55b9_4ba8_9b2e_6419e77a59c4,Bailey Hague,Bailey Hague,Run out,7,player,45,15.555555555555555,4
raw_bdc45866_e2c7_462f_adb0_b266957d2622,Bailey Hague,Bailey Hague,Stumped,1,player,42,2.380952380952381,5
raw_d915e147_55b9_4ba8_9b2e_6419e77a59c4,Bailey Hague,Bailey Hague,Stumped,2,player,45,4.444444444444445,5
raw_d915e147_55b9_4ba8_9b2e_6419e77a59c4,Bailey Hague,Bailey Hague,Other,3,player,45,6.666666666666667,6
raw_af3c25ef_c848_4da9_849f_d94e6add45bb,Bailey Sanderson,Bailey Sanderson,Caught,3,player,5,60.0,1
raw_af3c25ef_c848_4da9_849f_d94e6add45bb,Bailey Sanderson,Bailey Sanderson,Bowled,2,player,5,40.0,2
raw_5448d408_ce67_469a_a8c8_a846242178cf,Bailey Warren,Bailey Warren,Caught,1,player,3,33.333333333333336,1
raw_5448d408_ce67_469a_a8c8_a846242178cf,Bailey Warren,Bailey Warren,Run out,2,player,3,66.66666666666667,4
raw_fafe27de_3436_4138_98e3_9ba221548c71,Bailey Winter,Bailey Winter,Caught,7,player,8,87.5,1
raw_fafe27de_3436_4138_98e3_9ba221548c71,Bailey Winter,Bailey Winter,Bowled,1,player,8,12.5,2
raw_ab5d023e_c869_4c8e_93cc_a470fbc4f572,Bailey Worrall,Bailey Worrall,Caught,20,player,41,48.78048780487805,1
raw_ab5d023e_c869_4c8e_93cc_a470fbc4f572,Bailey Worrall,Bailey Worrall,Bowled,10,player,41,24.390243902439025,2
raw_ab5d023e_c869_4c8e_93cc_a470fbc4f572,Bailey Worrall,Bailey Worrall,LBW,8,player,41,19.51219512195122,3
raw_ab5d023e_c869_4c8e_93cc_a470fbc4f572,Bailey Worrall,Bailey Worrall,Run out,2,player,41,4.878048780487805,4
raw_ab5d023e_c869_4c8e_93cc_a470fbc4f572,Bailey Worrall,Bailey Worrall,Stumped,1,player,41,2.4390243902439024,5
raw_82bda24b_bf74_4a7f_ada0_3a8e75df2c5c,Bart Kalmus,Bart Kalmus,Bowled,3,player,4,75.0,2
raw_82bda24b_bf74_4a7f_ada0_3a8e75df2c5c,Bart Kalmus,Bart Kalmus,Stumped,1,player,4,25.0,5
raw_86b00f2c_408d_4333_8a49_16e977e741dc,Ben Colgan,Ben Colgan,Caught,1,player,1,100.0,1
raw_d364a423_f9cf_4500_8916_9b08e1ecaa05,Ben Evans,Ben Evans,LBW,1,player,1,100.0,3
raw_37a2fcbe_8fe9_473b_9361_c72736e3038b,Ben Kennedy,Ben Kennedy,Caught,10,player,12,83.33333333333333,1
raw_37a2fcbe_8fe9_473b_9361_c72736e3038b,Ben Kennedy,Ben Kennedy,Run out,2,player,12,16.666666666666668,4
raw_1fc65471_b264_45ac_a87b_81600938de81,Ben Lockett,Ben Lockett,Caught,1,player,6,16.666666666666668,1
raw_1fc65471_b264_45ac_a87b_81600938de81,Ben Lockett,Ben Lockett,Bowled,4,player,6,66.66666666666667,2
raw_1fc65471_b264_45ac_a87b_81600938de81,Ben Lockett,Ben Lockett,LBW,1,player,6,16.666666666666668,3
raw_40a03d21_40e3_4439_bc6e_66ac08bf05ff,Ben Rutton,Ben Rutton,LBW,1,player,2,50.0,3
raw_40a03d21_40e3_4439_bc6e_66ac08bf05ff,Ben Rutton,Ben Rutton,Run out,1,player,2,50.0,4
raw_b4156dbf_b538_4a28_924e_7eee4915ec7e,Ben Ryan,Ben Ryan,Caught,14,player,28,50.0,1
raw_b4156dbf_b538_4a28_924e_7eee4915ec7e,Ben Ryan,Ben Ryan,Bowled,10,player,28,35.714285714285715,2
raw_b4156dbf_b538_4a28_924e_7eee4915ec7e,Ben Ryan,Ben Ryan,LBW,3,player,28,10.714285714285714,3
raw_b4156dbf_b538_4a28_924e_7eee4915ec7e,Ben Ryan,Ben Ryan,Run out,1,player,28,3.5714285714285716,4
