canonical_player_id,canonical_player_name,display_player_name,phase_model,phase,phase_order,legal_balls,wickets,runs_conceded,dot_balls,boundary_balls,match_count,overs,avg,eco,sr,dot_ball_pct,boundary_rate
raw_6ff0b212_6471_471a_b69d_0fa4afd8fe86,Tyler Hammon,Tyler Hammon,One Day,Middle,2,57,3,34,40,5,10,9.3,11.333333333333334,3.5789473684210527,19.0,70.17543859649123,8.771929824561404
raw_6ff0b212_6471_471a_b69d_0fa4afd8fe86,Tyler Hammon,Tyler Hammon,Two Day,New Ball,1,24,0,3,21,0,2,4.0,,0.75,,87.5,0.0
raw_6ff0b212_6471_471a_b69d_0fa4afd8fe86,Tyler Hammon,Tyler Hammon,Two Day,Older Ball,2,12,0,6,7,0,1,2.0,,3.0,,58.333333333333336,0.0
raw_00000000_0000_0000_0000_000000000001,Unknown Player_1,Unknown Player_1,One Day,Opening,1,6,0,2,4,0,1,1.0,,2.0,,66.66666666666667,0.0
raw_00000000_0000_0000_0000_000000000001,Unknown Player_1,Unknown Player_1,One Day,Middle,2,6,0,5,4,1,1,1.0,,5.0,,66.66666666666667,16.666666666666668
raw_00000000_0000_0000_0000_000000000001,Unknown Player_1,Unknown Player_1,T20,Death,3,6,0,7,4,1,1,1.0,,7.0,,66.66666666666667,16.666666666666668
raw_037ebb7a_fba0_4abd_95b8_e0cfe7133aca,Veer Bhanot,Veer Bhanot,One Day,Opening,1,84,4,54,56,6,6,14.0,13.5,3.857142857142857,21.0,66.66666666666667,7.142857142857143
raw_da19de8b_ef5f_4850_9ecb_a6a8ee085c17,Veer Bhanot,Veer Bhanot,One Day,Opening,1,58,5,31,39,3,9,9.4,6.2,3.206896551724138,11.6,67.24137931034483,5.172413793103448
raw_037ebb7a_fba0_4abd_95b8_e0cfe7133aca,Veer Bhanot,Veer Bhanot,One Day,Middle,2,24,1,23,12,3,2,4.0,23.0,5.75,24.0,50.0,12.5
raw_da19de8b_ef5f_4850_9ecb_a6a8ee085c17,Veer Bhanot,Veer Bhanot,One Day,Middle,2,78,6,38,52,3,9,13.0,6.333333333333333,2.923076923076923,13.0,66.66666666666667,3.8461538461538463
raw_037ebb7a_fba0_4abd_95b8_e0cfe7133aca,Veer Bhanot,Veer Bhanot,Two Day,New Ball,1,161,7,91,107,9,10,26.5,13.0,3.391304347826087,23.0,66.45962732919254,5.590062111801243
raw_da19de8b_ef5f_4850_9ecb_a6a8ee085c17,Veer Bhanot,Veer Bhanot,Two Day,New Ball,1,39,2,12,29,0,2,6.3,6.0,1.8461538461538463,19.5,74.35897435897436,0.0
raw_037ebb7a_fba0_4abd_95b8_e0cfe7133aca,Veer Bhanot,Veer Bhanot,Two Day,Older Ball,2,108,5,47,81,3,7,18.0,9.4,2.611111111111111,21.6,75.0,2.7777777777777777
raw_da19de8b_ef5f_4850_9ecb_a6a8ee085c17,Veer Bhanot,Veer Bhanot,Two Day,Older Ball,2,12,1,2,10,0,1,2.0,2.0,1.0,12.0,83.33333333333333,0.0
raw_95250e22_691c_426f_8640_33b9f073e527,Viaan Chaudhary,Viaan Chaudhary,One Day,Opening,1,19,0,26,9,4,3,3.1,,8.210526315789474,,47.36842105263158,21.05263157894737
raw_95250e22_691c_426f_8640_33b9f073e527,Viaan Chaudhary,Viaan Chaudhary,One Day,Middle,2,4,0,6,1,1,1,0.4,,9.0,,25.0,25.0
raw_b34f23a1_0c2e_4c3a_a6b6_d9ae004a3176,Will Masalski,Will Masalski,One Day,Opening,1,111,4,68,68,6,10,18.3,17.0,3.675675675675676,27.75,61.26126126126126,5.405405405405405
raw_b34f23a1_0c2e_4c3a_a6b6_d9ae004a3176,Will Masalski,Will Masalski,One Day,Middle,2,60,3,73,25,9,7,10.0,24.333333333333332,7.3,20.0,41.666666666666664,15.0
raw_b34f23a1_0c2e_4c3a_a6b6_d9ae004a3176,Will Masalski,Will Masalski,Two Day,New Ball,1,24,3,14,13,0,1,4.0,4.666666666666667,3.5,8.0,54.166666666666664,0.0
raw_6ebfc9f0_c878_4def_9727_d5e7fdecc8f3,William Bishop,William Bishop,One Day,Opening,1,78,1,64,40,5,7,13.0,64.0,4.923076923076923,78.0,51.282051282051285,6.410256410256411
raw_c96088ab_d4e3_4600_b91d_606fb713751e,William Bishop,William Bishop,One Day,Opening,1,36,1,30,20,4,4,6.0,30.0,5.0,36.0,55.55555555555556,11.11111111111111
raw_6ebfc9f0_c878_4def_9727_d5e7fdecc8f3,William Bishop,William Bishop,One Day,Middle,2,91,3,90,48,10,8,15.1,30.0,5.934065934065934,30.333333333333332,52.747252747252745,10.989010989010989
raw_c96088ab_d4e3_4600_b91d_606fb713751e,William Bishop,William Bishop,One Day,Middle,2,28,2,24,14,2,4,4.4,12.0,5.142857142857143,14.0,50.0,7.142857142857143
raw_6ebfc9f0_c878_4def_9727_d5e7fdecc8f3,William Bishop,William Bishop,Two Day,New Ball,1,42,2,43,19,6,4,7.0,21.5,6.142857142857143,21.0,45.23809523809524,14.285714285714286
raw_c96088ab_d4e3_4600_b91d_606fb713751e,William Bishop,William Bishop,Two Day,New Ball,1,24,0,12,14,0,2,4.0,,3.0,,58.333333333333336,0.0
raw_6ebfc9f0_c878_4def_9727_d5e7fdecc8f3,William Bishop,William Bishop,Two Day,Older Ball,2,66,3,53,39,7,4,11.0,17.666666666666668,4.818181818181818,22.0,59.09090909090909,10.606060606060606
raw_c96088ab_d4e3_4600_b91d_606fb713751e,William Bishop,William Bishop,Two Day,Older Ball,2,25,0,11,17,1,2,4.1,,2.64,,68.0,4.0
