record_id,player_1_canonical_id,player_1_name,player_2_canonical_id,player_2_name,runs,balls,wickets_lost,wicket_number,partnership_type,season,match_id,innings_id,match_date,team_name,opponent,raw_grade_name,display_grade_name,source_classification,evidence_quality,confidence,scorecard_url,source_detail
gwhcc_doc_partnership_01,raw_7ceaa8ee_ed93_4785_a4b4_8c670b67fd97,Sunny Somaia,raw_4c3922e4_019b_4974_aeb7_340e38704ce7,Arun Sarve,294,,0,1,Opening partnership,Summer 2007/08,8f0f9488-7589-40b9-aa41-eb3043c8a8cd,,2007-10-13,Glen Waverley Hawks,Nunawading,C1,C1,customer_document,club_record_document,high,https://play.cricket.com.au/match/8f0f9488-7589-40b9-aa41-eb3043c8a8cd,GWHCC_customer_source_consolidation.xlsx / Club Records row 19: Both identities and individual scores reconcile to the retained scorecard.
gwhcc_doc_partnership_02,raw_21471d82_82be_48a0_bf23_6fa4a5ae1f4c,Nicholas Brennan,raw_bd3c0d43_e969_428e_afbd_18b844d17fe0,Apurwa Sarve,336,,1,2,2nd wicket partnership,Summer 2004/05,c4f89712-7de1-460f-ab0d-1bc4c243cf43,,2005-01-08,Glen Waverley Hawks,Box Hill North,B2,B2,customer_document,club_record_document,high,https://play.cricket.com.au/match/c4f89712-7de1-460f-ab0d-1bc4c243cf43,GWHCC_customer_source_consolidation.xlsx / Club Records row 20: Both identities and individual scores reconcile to the retained scorecard.
gwhcc_doc_partnership_03,raw_5620667d_87b8_4ce6_82e3_bab7e15ceece,Dean Perkins,raw_7ceaa8ee_ed93_4785_a4b4_8c670b67fd97,Sunny Somaia,248,,1,3,3rd wicket partnership,Summer 2007/08,4d1c2848-69d9-43ef-8db0-9267695bbada,,2008-02-02,Glen Waverley Hawks,Heatherdale,C1,C1,customer_document,club_record_document,medium,https://play.cricket.com.au/match/4d1c2848-69d9-43ef-8db0-9267695bbada,GWHCC_customer_source_consolidation.xlsx / Club Records row 21: Pair identities reconcile by season; PlayCricket scorecard value 139 is authoritative for Sunny Somaia and document annotation 102 is retained only as historical reference.
gwhcc_doc_partnership_04,raw_2a9340d0_cfdd_447e_8601_370472fd4b41,Glen Mahoney,raw_b8d2d93c_0fc0_4e1f_9671_f1fc051e10d5,Jarrod Greaves,215,,1,4,4th wicket partnership,Summer 2013/14,bfbc1eab-0cd6-499b-9ec9-3dce134bb7f2,,2013-11-16,Glen Waverley Hawks,Blackburn North,A,A,customer_document,club_record_document,medium,https://play.cricket.com.au/match/bfbc1eab-0cd6-499b-9ec9-3dce134bb7f2,GWHCC_customer_source_consolidation.xlsx / Club Records row 22: Pair identities and match reconcile; PlayCricket scorecard value 103 not out is authoritative for Glen Mahoney and document annotation 98 not out is retained only as historical reference.
bbb:3c38adfb-dbe3-4688-997d-207177aadcc7:9f8b845b-c5a9-40b1-bb64-5ed86576870d:5,vansh_trivedi,Vansh Trivedi,raw_8d693c52_b5b5_4933_837e_49e2cc452735,Vedant Joshi,102,67,1,5,5th wicket partnership,Summer 2020/21,3c38adfb-dbe3-4688-997d-207177aadcc7,9f8b845b-c5a9-40b1-bb64-5ed86576870d,2021-02-06,Glen Waverley Hawks,Blackburn,Under 14 Fri B Grade (Blue),U14 Friday B Grade,ball_by_ball_calculated,innings_total_reconciled,high,https://play.cricket.com.au/match/3c38adfb-dbe3-4688-997d-207177aadcc7,PlayCricket chronological delivery data; partnership totals reconcile to the innings scorecard.
bbb:18dd08e0-c1cf-40b2-b097-1cbb7ac9453f:3b338c0d-c888-4f08-9460-494e2af290fa:6,raw_7ebc3350_3efe_4d6f_88f6_2b3a0a568a8d,Arun Chelvan,kiruba_sathiyaseelan,Kiruba Sathiyaseelan,106,55,1,6,6th wicket partnership,Summer 2023/24,18dd08e0-c1cf-40b2-b097-1cbb7ac9453f,3b338c0d-c888-4f08-9460-494e2af290fa,2024-01-23,Glen Waverley Hawks T20 1st XI,Vermont South T20 1st XI,T20 A Grade - Kookaburra Shield,T20 A Grade,ball_by_ball_calculated,innings_total_reconciled,high,https://play.cricket.com.au/match/18dd08e0-c1cf-40b2-b097-1cbb7ac9453f,PlayCricket chronological delivery data; partnership totals reconcile to the innings scorecard.
bbb:fddb2c7d-c0be-4a60-98cb-465e48c6a81b:9ad0545c-e834-4408-8dd0-690964d9ec3d:7,raw_a358dc3c_cfb3_46cb_b151_4a8febdd969f,Navjot Singh Malhi,raw_de10a9f8_cd04_4da0_a1d5_cdbfeda64f19,Garry Malhi,94,78,1,7,7th wicket partnership,Summer 2024/25,fddb2c7d-c0be-4a60-98cb-465e48c6a81b,9ad0545c-e834-4408-8dd0-690964d9ec3d,2024-11-16,Glen Waverley Hawks - 1st XI,Forest Hill - 1st XI,"1 - Ray McIntosh Shield (80 Overs, 11 Players)",Ray McIntosh Shield,ball_by_ball_calculated,innings_total_reconciled,high,https://play.cricket.com.au/match/fddb2c7d-c0be-4a60-98cb-465e48c6a81b,PlayCricket chronological delivery data; partnership totals reconcile to the innings scorecard.
bbb:53e0f57f-a6ae-48cb-b79c-f4f227616bb1:07e4cf9a-b042-4977-9975-7e9d12b1607b:8,ahilan_sivakumaran,Ahilan Sivakumaran,raw_cd2c401b_f605_4346_aeda_cbdc63704b9a,Karanvir Singh,122,155,1,8,8th wicket partnership,Summer 2023/24,53e0f57f-a6ae-48cb-b79c-f4f227616bb1,07e4cf9a-b042-4977-9975-7e9d12b1607b,2024-01-13,Glen Waverley Hawks - 1st XI,Doncaster - 1st XI,"2 - Howard Wilson Shield (80 Overs, 11 Players)",Howard Wilson Shield,ball_by_ball_calculated,innings_total_reconciled,high,https://play.cricket.com.au/match/53e0f57f-a6ae-48cb-b79c-f4f227616bb1,PlayCricket chronological delivery data; partnership totals reconcile to the innings scorecard.
bbb:9a43457e-2a5f-465e-9dc9-2c6df5a4508a:f03c44dd-ceed-4533-aa30-16282d09b4c1:9,raw_7553d1cb_7425_4da8_a7ee_d252d818a4b3,Pratheek Nelluri,max_taborsky,Max Taborsky,90,77,0,9,9th wicket partnership,Summer 2023/24,9a43457e-2a5f-465e-9dc9-2c6df5a4508a,f03c44dd-ceed-4533-aa30-16282d09b4c1,2024-02-23,Glen Waverley Hawks - U/18,Vermont - U/18,Under 18 Friday - Gold,U18 Friday - Gold,ball_by_ball_calculated,innings_total_reconciled,high,https://play.cricket.com.au/match/9a43457e-2a5f-465e-9dc9-2c6df5a4508a,PlayCricket chronological delivery data; partnership totals reconcile to the innings scorecard.
gwhcc_doc_partnership_10,raw_e8f5b374_e618_4735_9419_cc4e8c4511e8,Ivan Greaves,raw_0e571a07_2c72_4f24_a5ee_79bc64f46cfd,Mark Goddard,204,,0,10,10th wicket partnership,Summer 1996/97,d824f55b-dc97-4e71-a51d-32f826379b32,,1997-02-22,Glen Waverley Hawks,Blackburn South,B2,B2,customer_document,club_record_document,medium,https://play.cricket.com.au/match/d824f55b-dc97-4e71-a51d-32f826379b32,GWHCC_customer_source_consolidation.xlsx / Club Records row 28: Pair identities and match reconcile; PlayCricket scorecard value 114 not out is authoritative for Ivan Greaves and document annotation 94 not out is retained only as historical reference.
