canonical_player_id,canonical_player_name,display_player_name,premiership_count,seasons,grades,teams,latest_premiership_season,evidence_match_ids,confidence
raw_157217ce_79a1_4fc3_b6f6_2b5f7054ef6b,Kevin Perera,Kevin Perera,1,Summer 2016/17,Under 15 South Division 2,Reynella,Summer 2016/17,9c2ca915-f12e-42d7-b9f1-222771e91b85,high
raw_626481e8_3b15_42b4_8c6f_d04e817ae9ad,Kyle Pengilly,Kyle Pengilly,1,Summer 2016/17,Under 15 South Division 2,Reynella,Summer 2016/17,9c2ca915-f12e-42d7-b9f1-222771e91b85,high
raw_f6f283ef_2791_40a6_92d7_fdae1b86370b,Lachlan Inthavong,Lachlan Inthavong,1,Summer 2016/17,Under 15 South Division 2,Reynella,Summer 2016/17,9c2ca915-f12e-42d7-b9f1-222771e91b85,high
raw_c4a3ce6c_b770_455e_9ce4_3dcd465eee50,Matthew Rohrlach,Matthew Rohrlach,1,Summer 2016/17,Under 15 South Division 2,Reynella,Summer 2016/17,9c2ca915-f12e-42d7-b9f1-222771e91b85,high
raw_6e289914_014c_4594_806b_4ffe96ff56f3,Nathan Rohrlach,Nathan Rohrlach,1,Summer 2016/17,Under 15 South Division 2,Reynella,Summer 2016/17,9c2ca915-f12e-42d7-b9f1-222771e91b85,high
raw_c06b8050_c916_4036_b9cb_f137a7b26469,Prayag Namath,Prayag Namath,1,Summer 2016/17,Under 15 South Division 2,Reynella,Summer 2016/17,9c2ca915-f12e-42d7-b9f1-222771e91b85,high
raw_76a991b3_b313_41ac_8388_e9565996dd4b,Sam Ridgwell,Sam Ridgwell,1,Summer 2016/17,B1 Grade,Reynella,Summer 2016/17,ceed987b-30fc-475e-9132-7a6144eb44c5,high
raw_f3820284_4472_4217_b379_d8da7b212239,Shenan Perera,Shenan Perera,1,Summer 2016/17,Under 15 South Division 2,Reynella,Summer 2016/17,9c2ca915-f12e-42d7-b9f1-222771e91b85,high
tanner_kenny,Tanner Kenny,Tanner Kenny,1,Summer 2016/17,Under 15 South Division 2,Reynella,Summer 2016/17,9c2ca915-f12e-42d7-b9f1-222771e91b85,high
raw_75666e54_c9f4_48df_9b3b_36ee4d030b85,Aaron Robertson,Aaron Robertson,1,Summer 2014/15,ISC Teamwear LO Division 4,Reynella,Summer 2014/15,8de807a5-e259-4b54-b9a7-e7cab16b025e,high
raw_223fa03d_3d9f_427f_bcb8_cbabfaa65791,Ben Staggs,Ben Staggs,1,Summer 2014/15,ISC Teamwear LO Division 4,Reynella,Summer 2014/15,8de807a5-e259-4b54-b9a7-e7cab16b025e,high
raw_05ecaede_d979_4b30_94fa_8738bef6faf4,Greg Harriss,Greg Harriss,1,Summer 2014/15,ISC Teamwear LO Division 4,Reynella,Summer 2014/15,8de807a5-e259-4b54-b9a7-e7cab16b025e,high
raw_1f98caad_f899_4edd_ab1d_4a5b9c3272c1,Jamie Caddy,Jamie Caddy,1,Summer 2014/15,ISC Teamwear LO Division 4,Reynella,Summer 2014/15,8de807a5-e259-4b54-b9a7-e7cab16b025e,high
raw_f89db413_fbae_44bf_b75b_10896b2ef2c4,Jase Brodyk,Jase Brodyk,1,Summer 2014/15,ISC Teamwear LO Division 4,Reynella,Summer 2014/15,8de807a5-e259-4b54-b9a7-e7cab16b025e,high
leigh_kuerschner,Leigh Kuerschner,Leigh Kuerschner,1,Summer 2014/15,Sportscentre A2 Grade,Reynella,Summer 2014/15,cbd5794b-7217-42ce-835a-e0fc7c319dc0,high
raw_5e5a9be8_969f_4e0b_8aab_225f42282da9,Mark Walters,Mark Walters,1,Summer 2014/15,ISC Teamwear LO Division 4,Reynella,Summer 2014/15,8de807a5-e259-4b54-b9a7-e7cab16b025e,high
raw_e3c4ef92_9283_49d3_a007_730905ad5796,Adam Ellis,Adam Ellis,1,Summer 2012/13,B2 Grade,Reynella,Summer 2012/13,3db4f68e-863f-4587-8b89-b1d3d3df32df,high
ashley_mack,Ashley Mack,Ashley Mack,1,Summer 2012/13,B2 Grade,Reynella,Summer 2012/13,3db4f68e-863f-4587-8b89-b1d3d3df32df,high
raw_49a37245_3bc1_4745_98c3_bed774f7edac,Bradley Dewaal,Bradley Dewaal,1,Summer 2012/13,B2 Grade,Reynella,Summer 2012/13,3db4f68e-863f-4587-8b89-b1d3d3df32df,high
raw_e06a2bd9_1aed_4fd2_b50f_980102ab4a5d,Josh Rudd,Josh Rudd,1,Summer 2012/13,A3 Grade,Reynella,Summer 2012/13,1be0315c-27d5-4d70-9f3b-86d2f5dfd9b3,high
